ConceptID	Active	FSN	USPreferredTerm
425772008	1	Tendinitis of foot (disorder)	Tendinitis of foot
425802001	1	Bilateral pleural effusion (disorder)	Bilateral pleural effusion
425805004	1	Cognitive developmental delay (disorder)	Cognitive developmental delay
425808002	1	18 lead electrocardiographic monitoring (procedure)	18 lead electrocardiographic monitoring
425810000	1	Mass of pancreas (finding)	Mass of pancreas
425818007	1	Ready for enhanced comfort (finding)	Ready for enhanced comfort
425832009	1	Psychophysiologic insomnia (disorder)	Psychophysiologic insomnia
425843001	1	Allogeneic peripheral blood stem cell transplant (procedure)	Allogeneic peripheral blood stem cell transplant
425852005	1	Fracture malunion (disorder)	Fracture malunion
425861005	1	Cervical ripening with balloon (procedure)	Cervical ripening with balloon
425866000	1	In vitro fertilization using donor eggs (procedure)	In vitro fertilization using donor eggs
425872000	1	Rubella virus genotype 1a (organism)	Rubella virus genotype 1a
425878001	1	Cervical disc disorder (disorder)	Cervical disc disorder
425886001	1	Ready for enhanced self-care (finding)	Ready for enhanced self-care
425891000	1	Rubella virus genotype 2A (organism)	Rubella virus genotype 2A
425901007	1	In vitro fertilization with intracytoplasmic sperm injection (procedure)	IVF - In vitro fertilization with intracytoplasmic sperm injection (ICSI)
425919003	1	Chronic organic mental disorder (disorder)	Chronic organic mental disorder
425928002	1	Cared for by family (finding)	Cared for by family
425934009	1	Cardioverter defibrillator procedure (procedure)	Cardioverter defibrillator procedure
425940002	1	Inflammation of bursa of olecranon (disorder)	Olecranon bursitis
425957003	1	Non-traumatic intracerebral ventricular hemorrhage (disorder)	Non-traumatic intracerebral ventricular hemorrhage
425959000	1	Ready for enhanced family coping (finding)	Ready for enhanced family coping
425963007	1	Aneurysm of ascending aorta (disorder)	Aneurysm of ascending aorta
425966004	1	Measles virus genotype H1 (organism)	Measles virus genotype H1
425970007	1	Measles virus genotype D3 (organism)	Measles virus genotype D3
425983008	1	Autologous peripheral blood stem cell transplant (procedure)	Autologous peripheral blood stem cell transplant
426000000	1	Fever greater than 100.4 Fahrenheit (finding)	Fever greater than 100.4 Fahrenheit
426005005	1	Cardiac computed tomography for calcium scoring (procedure)	Cardiac computed tomography for calcium scoring
426014000	1	Fistula of hard palate (disorder)	Fistula of hard palate
426024008	1	Cared for by night nurse (finding)	Cared for by night nurse
426026005	1	Difficulty managing medication due to special need (finding)	Difficulty managing medication due to special need
426028006	1	Measles virus genotype D6 (organism)	Measles virus genotype D6
426031007	1	Nursing assistance required (finding)	Nursing assistance required
426033005	1	Dysphagia as a late effect of cerebrovascular accident (disorder)	Dysphagia as a late effect of cerebrovascular accident
426049007	1	Ready for enhanced community coping (finding)	Ready for enhanced community coping
426085007	1	Rubella virus genotype 1E (organism)	Rubella virus genotype 1E
426091009	1	Measles virus genotype G2 (organism)	Measles virus genotype G2
426116001	1	Ready for enhanced nutrition (finding)	Ready for enhanced nutrition
426137009	1	Cytomegaloviral enteritis (disorder)	Cytomegaloviral enteritis
426153007	1	Insertion of artificial airway (procedure)	Insertion of artificial airway
426155000	1	Induction of deep sedation (procedure)	Induction of deep sedation
426165006	1	Acute genitourinary chlamydia infection (disorder)	Acute genitourinary chlamydia infection
426174008	1	Chronic stress disorder (disorder)	Chronic stress disorder
426177001	1	Electrocardiogram: sinus bradycardia (finding)	ECG: sinus bradycardia
426183003	1	Electrocardiographic Mobitz type II atrioventricular block (finding)	EKG: Mobitz type II atrioventricular block
426188007	1	Measles virus genotype C1 (organism)	Measles virus genotype C1
426201006	1	Interpreter not available (finding)	Interpreter not available
426209008	1	Rubella virus genotype 1G (organism)	Rubella virus genotype 1G
426222000	1	Fitting of dental crown to tooth (procedure)	Fitting of dental crown to tooth
426232007	1	Environmental allergy (finding)	Environmental allergy
426247003	1	Acute genitourinary Chlamydia trachomatis infection (disorder)	Acute genitourinary Chlamydia trachomatis infection
426250000	1	Intrauterine insemination using donor sperm (procedure)	Intrauterine insemination using donor sperm
426251001	1	Ready for enhanced parenting (finding)	Ready for enhanced parenting
426252008	1	Magnetic resonance imaging of whole body (procedure)	MRI of whole body
426261008	1	Measles virus genotype D4 (organism)	Measles virus genotype D4
426263006	1	Congestive heart failure due to left ventricular systolic dysfunction (disorder)	Congestive heart failure due to left ventricular systolic dysfunction
426282002	1	Ready for enhanced self-concept (finding)	Ready for enhanced self-concept
426284001	1	Chemical burn (disorder)	Chemical burn
426290002	1	Transfusion of washed red blood cells (procedure)	Transfusion of washed red blood cells
426347000	1	Thrombolytic therapy (procedure)	Thrombolytic therapy
426367009	1	Rubella virus genotype 1F (organism)	Rubella virus genotype 1F
426373005	1	Relapsing remitting multiple sclerosis (disorder)	Relapsing remitting multiple sclerosis
426389008	1	Intrauterine insemination using partner sperm (procedure)	Intrauterine insemination using partner sperm
426396005	1	Cardiac chest pain (finding)	Cardiac chest pain
426417003	1	In vitro fertilization with preimplantation genetic diagnosis (procedure)	IVF - In vitro fertilization with pre-implantation genetic diagnosis
426424002	1	Measles virus genotype H2 (organism)	Measles virus genotype H2
426439001	1	Burns intensive care unit (environment)	Burns intensive care unit
426453001	1	Electrocardiogram: paced rhythm (finding)	ECG: paced rhythm
426502000	1	Ready for enhanced knowledge (finding)	Ready for enhanced knowledge
426508001	1	Ileal pouchitis (disorder)	Ileal pouchitis
426525004	1	Sustained ventricular tachycardia (disorder)	Sustained ventricular tachycardia
426533003	1	Ready for enhanced spiritual well-being (finding)	Ready for enhanced spiritual well-being
426535005	1	Measles virus genotype D9 (organism)	Measles virus genotype D9
426558008	1	Measles virus genotype A (organism)	Measles virus genotype A
426566004	1	Central pain syndrome (disorder)	Central pain syndrome
426571006	1	Victorian Bulldogge (organism)	Victorian Bulldogge
426612000	1	Rubella virus genotype 2B (organism)	Rubella virus genotype 2B
426627000	1	Electrocardiogram: bradycardia (finding)	ECG: bradycardia
426640005	1	Measles virus genotype D2 (organism)	Measles virus genotype D2
426646004	1	Compression fracture of lumbar spine (disorder)	Compression fracture of lumbar spine
426654002	1	Measles virus genotype B2 (organism)	Measles virus genotype B2
426656000	1	Severe persistent asthma (disorder)	Severe persistent asthma
426696003	1	Lingular pneumonia (disorder)	Lingular pneumonia
426702003	1	Pain in female pelvis (finding)	Pain in female pelvis
426705001	1	Diabetes mellitus co-occurrent and due to cystic fibrosis (disorder)	Diabetes mellitus associated with cystic fibrosis
426722004	1	Iodinated contrast media (substance)	Iodinated contrast media
426749004	1	Chronic atrial fibrillation (disorder)	Chronic atrial fibrillation
426761007	1	Electrocardiographic supraventricular tachycardia (finding)	EKG: supraventricular tachycardia
426769009	1	Received graduate education (finding)	Received graduate education
426770005	1	Ready for positive enhanced fluid balance (finding)	Ready for positive enhanced fluid balance
426798008	1	Ready for enhanced family processes (finding)	Ready for enhanced family processes
426856002	1	Ischemic congestive cardiomyopathy (disorder)	Ischemic congestive cardiomyopathy
426865009	1	3D mode ultrasound (qualifier value)	3D mode ultrasound
426866005	1	Determination of physical activity tolerance (procedure)	Determination of physical activity tolerance
426867001	1	Anorectal disorder (disorder)	Anorectal disorder
426875007	1	Latent autoimmune diabetes mellitus in adult (disorder)	Latent autoimmune diabetes mellitus in adult
426881004	1	Developmental delay in feeding (disorder)	Developmental delay in feeding
426896000	1	Chronic hypercapnic respiratory failure (disorder)	Chronic hypercapnic respiratory failure
426914002	1	In vitro fertilization using donor egg and intracytoplasmic sperm injection (procedure)	IVF - In vitro fertilization with intracytoplasmic sperm injection (ICSI) and donor egg
426931009	1	Subacute bacterial endocarditis prophylaxis (procedure)	Subacute bacterial endocarditis prophylaxis
426933007	1	Streptococcus agalactiae infection (disorder)	Streptococcus agalactiae infection
426936004	1	Smoke inhalation injury (disorder)	Smoke inhalation injury
426940008	1	Radionuclide angiocardiography (procedure)	Radionuclide angiocardiography
426965005	1	Aphthous ulcer of mouth (disorder)	Aphthous ulcer of mouth
426968007	1	Intrauterine insemination with controlled ovarian hyperstimulation using partner sperm (procedure)	Intrauterine insemination with controlled ovarian hyperstimulation using partner sperm
426979002	1	Mild persistent asthma (disorder)	Mild persistent asthma
426990007	1	Home oxygen therapy (procedure)	Home oxygen therapy
426997005	1	Traumatic injury during pregnancy (disorder)	Traumatic injury during pregnancy
427013000	1	Alcohol consumption during pregnancy (finding)	Alcohol consumption during pregnancy
427020007	1	Cerebral vasculitis (disorder)	Cerebral vasculitis
427073007	1	Measles virus genotype B3 (organism)	Measles virus genotype B3
