nct_id,overall_status,plan_to_share_ipd,plan_to_share_ipd_description,study_type,phase,study_first_submitted_date,official_title,enrollment,enrollment_type,primary_completion_month_year,primary_completion_date_type
NCT00757250,Terminated,NA,NA,Interventional,Phase 1,2008-09-21,A Phase I Evaluation of the Safety and Biologic Activity of TXA127 in HIV-Infected Subjects With CD4+ T-Lymphocyte Counts Less Than 250 Per mm3 Who Have Responded to HAART,13,Actual,December 2011,Actual
NCT00756730,Completed,NA,NA,Interventional,Phase 4,2008-09-18,"Randomized, Open-label Study of Switch From Lopinavir/Ritonavir (LPV/r) or Fosamprenavir/Ritonavir (FPV/r) to Either Once Daily Atazanavir/Ritonavir (ATV/r) or Once Daily Darunavir/Ritonavir (DRV/r) (Plus Background Nucleoside Reverse Transcriptase Inhibitors) in Patients Experiencing Triglyceride Elevations While Receiving LPV/r or FPV/r.",49,Actual,June 2011,Actual
NCT00753428,Completed,NA,NA,Observational,NA,2008-09-15,CIDRZ 1236 - Community-based Evaluation of a Pilot PMTCT Project in Kafue District: Impact of HAART to Prevent Pediatric AIDS in Rural Zambia.,4129,Actual,November 2011,Actual
NCT00753324,Completed,NA,NA,Interventional,Phase 4,2008-09-15,Routine Use of Antiretroviral Therapy to Prevent Mother-to-Child HIV Transmission in the Kafue District of Zambia (Impact of HAART to Prevent Pediatric AIDS in Rural Zambia).,284,Actual,January 2012,Actual
NCT00752856,Completed,NA,NA,Interventional,Phase 2,2008-09-13,Nucleoside-Sparing Combination Therapy With Lopinavir/Ritonavir (LPV/r) + Raltegravir (RAL) vs. Efavirenz (EFV) + Tenofovir Disoproxil Fumarate + Emtricitabine (TDF/FTC) in Antiretroviral-NaÃ¯ve Patients,50,Actual,November 2010,Actual
NCT00752037,Completed,NA,NA,Interventional,Phase 4,2008-09-12,Safety and Efficacy of Lopinavir/Ritonavir in Combination With Raltegravir in HIV-infected Patients,30,Actual,April 2010,Actual
NCT00751595,Completed,NA,NA,Interventional,Phase 2,2008-09-11,"A Phase II Randomized, Open Label, Immunogenicity and Safety Trial of the Vaccine Based on the Recombinant Biologically Active HIV-1 Tat Protein in Anti-Tat Negative HIV-1 Infected HAART-treated Adult Subjects.",168,Actual,June 2012,Actual
NCT00751530,Completed,NA,NA,Observational,NA,2008-09-11,Outcomes of Early Raltegravir Experience: Comparison of Virologic Response in Regimens Not Containing a Protease Inhibitor in the Antiretroviral Background Regimen Versus a Protease Inhibitor in the Background Regimen,442,Actual,"June 15, 2009",Actual
NCT00751153,Unknown status,NA,NA,Interventional,Phase 4,2008-09-10,"Open Label Phase 4, 48 Week Pilot Study of the Antiviral Efficacy and Tolerability of the Combination of Isentressâ„¢ and ReyatazTM When Substituted for Current Antiviral Regimen in Patients With Viral Suppression But Who Are Experiencing Adverse Events Related to Their Current Antiviral Regimen.",40,Anticipated,October 2009,Anticipated
NCT00749840,Completed,NA,NA,Observational,NA,2008-09-05,Attitudes and Beliefs and the Steps of HIV Care,200,Actual,November 2012,Actual
NCT00748800,Completed,NA,NA,Interventional,Phase 1,2008-09-05,An Affect Management Intervention for Juvenile Offenders,95,Actual,May 2007,Actual
NCT00746473,Completed,NA,NA,Observational,NA,2008-09-02,Assessment of Cytokine Values in Serum and by Specific cDNA Amplification and Detection Using RT-PCR in HIV-1 Infected Individuals With and Without Highly Active Anti-Retroviral Therapy (HAART),73,Actual,NA,NA
NCT00746369,Completed,NA,NA,Interventional,N/A,2008-09-03,"IMARA, Adapting SiHLE for Detained African American Adolescent Females",188,Actual,August 2012,Actual
NCT00745368,Completed,NA,NA,Interventional,N/A,2008-09-01,Comparing Raltegravir Genital Tract Distribution in HIV-infected Men and Women,28,Actual,June 2011,Actual
NCT00742898,Completed,NA,NA,Interventional,N/A,2008-01-10,Non-targeted Opt-out Rapid HIV Screening in the Emergency Department: a Controlled Clinical Trial,120000,Anticipated,April 2009,Actual
NCT00741975,Completed,NA,NA,Interventional,Phase 1,2008-08-25,Affect Management Intervention for Early Adolescents With Mental Health Problems,138,Actual,May 2010,Actual
NCT00741637,Completed,NA,NA,Interventional,Phase 2,2008-08-25,"A Randomized, Placebo-Controlled Trial to Evaluate the Safety and Immunogenicity of a Single Dose Regimen of Live Attenuated Oral Cholera Vaccine (CholeragardeÂ®) in HIV-Seropositive Adults in Thailand",32,Actual,April 2011,Actual
NCT00740584,Completed,NA,NA,Interventional,Phase 1/Phase 2,2008-08-21,Assessment of Local Retention and Duration of Activity of SPL7013 Following Vaginal Application of 3% SPL7013 Gel (VivaGel) in Healthy Volunteers,12,Actual,March 2009,Actual
NCT00740064,Unknown status,NA,NA,Interventional,Phase 4,2008-08-20,A Pilot Study of Highly Active Antiretroviral Therapy Using Isentress (Raltegravir) and Epzicom (Abacavir/Lamivudine) in Antiretroviral Naive HIV-Infected Subjects,30,Anticipated,August 2009,Anticipated
NCT00739258,Completed,NA,NA,Observational,NA,2008-08-19,Surveillance and Medical Help for HIV-infected Intravenous Drug Users in and Out of Prison and Set up the Notional Halfway Home in Union Area of Medical Facility,700,Anticipated,December 2010,Actual
NCT00737204,Completed,NA,NA,Interventional,Phase 4,2008-08-14,Armodafinil Treatment for Fatigue in HIV+ Patients,70,Actual,April 2010,Actual
NCT00736502,Completed,NA,NA,Observational,NA,2008-07-07,Longterm Efficacy and Safety of NVP-based HAART in HIV-1 Positive Patients in the Daily Clinical Practice.,280,Actual,July 2011,Actual
NCT00736242,Completed,NA,NA,Observational,NA,2008-07-30,Treatment of Chronic Hepatitis C in HIV-infected Patients With PegIntron Pen and Rebetol According to German Law (Â§ 67 Abs 6 AMG),232,Actual,December 2011,Actual
NCT00735072,Completed,NA,NA,Interventional,Phase 4,2008-08-12,Maraviroc as an Immunomodulatory Drug for Antiretroviral-treated HIV Infected Patients Exhibiting Immunologic Failure,45,Actual,April 2010,Actual
NCT00734344,Completed,NA,NA,Interventional,N/A,2008-08-12,Pilot Study of Raltegravir/Tenofovir/Emtricitabine Versus Efavirenz/Tenofovir/Emtricitabine for Adults With Acute HIV-1 Infection: Exploring the Role of Integrase Inhibition in Early HIV Pathogenesis,18,Actual,August 2012,Actual
NCT00730223,Completed,NA,NA,Interventional,Phase 1,2008-08-04,Genetic Determinants of the Metabolism of Non-nucleoside Reverse Transcriptase Inhibitors,33,Actual,March 2006,Actual
NCT00729924,Completed,NA,NA,Interventional,Phase 2/Phase 3,2008-08-04,Genetic Predictors of Raltegravir Penetration Into Cerebrospinal Fluid,40,Actual,February 2011,Actual
NCT00729573,Completed,NA,NA,Observational,NA,2008-08-06,"Phase 2B Safety and Effectiveness Study of Tenofovir 1% Gel, Tenofovir Disproxil Fumarate Tablet and Emtricitabine/Tenofovir Disoproxil Fumarate Tablet for the Prevention of HIV Infection in Women",518,Actual,May 2013,Actual
NCT00727597,Completed,NA,NA,Interventional,Phase 3,2008-07-31,A Study in Underrepresented Patient Population or Regimen Tolerability: SUPPoRT,101,Actual,August 2010,Actual
NCT00724711,Completed,NA,NA,Interventional,Phase 4,2008-07-25,"A Prospective, Randomized, Open Label Phase IV Study to Evaluate the Rationale of Switching From Fixed Dose Abacavir (ABC)/Lamivudine (3TC) to Fixed Dose Tenofovir DF (TDF)/Emtricitabine (FTC) in Virologically Suppressed, HIV-1 Infected Patients Maintained on a Ritonavir Boosted Protease Inhibitor Containing Antiretroviral Regimen",312,Actual,March 2011,Actual
NCT00724178,Completed,NA,NA,Interventional,Phase 2/Phase 3,2008-07-28,The Effect of Vitamin D and Calcium on Bone in Pediatric HIV,59,Actual,August 2006,Actual
NCT00723775,Completed,NA,NA,Interventional,Phase 1,2008-07-28,"Phase I, Open Label Drug-drug Interaction Study in Healthy Volunteers to Evaluate the Effect of KALETRA (Lopinavir-ritonavir) on GSK706769 Pharmacokinetics and to Evaluate the Pharmacokinetics of a New Oral Formulation of GSK706769",17,Actual,"November 8, 2008",Actual
NCT00723476,Completed,NA,NA,Interventional,N/A,2008-07-25,Family Centered Advanced Care Planning (FCACP),82,Actual,August 2008,Actual
NCT00721305,Completed,NA,NA,Interventional,Phase 2,2008-07-22,Antiretroviral Effect of Lovastatin on HIV-1-infected Individuals Without Highly Active Antiretroviral Therapy (HAART): A Phase-II Randomized Clinical Trial (RCT),112,Actual,July 2011,Actual
NCT00720733,Completed,NA,NA,Interventional,N/A,2008-07-21,A Positive Affect Intervention for Those Recently Diagnosed With HIV,160,Actual,December 2014,Actual
NCT00719823,Withdrawn,NA,NA,Interventional,Phase 3,2008-07-18,Maraviroc Compassionate Use,0,Actual,May 2010,Anticipated
NCT00719602,Completed,NA,NA,Interventional,Early Phase 1,2008-07-17,P1060 Substudy Comparing Differences in Malaria Parasitemia by Real Time Quantitative PCR in HIV-Infected Infants and Children on PI-Based HAART Versus NNRTI-Based HAART,105,Actual,August 2013,Actual
NCT00718536,Completed,NA,NA,Interventional,Phase 4,2008-07-16,Clinical Trial Assessing Once Daily Raltegravir Administration (800 mg QD) in HIV-1-Infected Patients Receiving Unboosted Atazanavir (400 mg QD)- Based Antiretroviral Therapy,15,Anticipated,January 2009,Actual
NCT00718029,Unknown status,NA,NA,Observational,NA,2008-07-16,MK: Raltegravir Concentrations in Cerebrospinal Fluid,15,Anticipated,July 2009,Anticipated
NCT00717444,Completed,NA,NA,Interventional,Phase 1,2008-07-15,Healthy Activities for Prize Incentives,75,Actual,May 2013,Actual
NCT00717067,Completed,NA,NA,Interventional,Phase 4,2008-07-15,"An Open-Label, Parallel Group, Single And Multiple Dose Study To Evaluate The Pharmacokinetics, Safety And Toleration Of Maraviroc Administered To Subjects With Various Degrees Of Renal Impaired And Normal Renal Function",30,Actual,November 2008,Actual
NCT00716040,Unknown status,NA,NA,Interventional,N/A,2008-07-14,Effectiveness of a Social-Psychological Intervention to Improve Adherence to Antiretroviral Drug Regimens for AIDS: a Randomized Controlled Trial,121,Actual,September 2008,Anticipated
NCT00713752,Completed,NA,NA,Observational,NA,2008-07-08,NA,494,Actual,December 2013,Actual
NCT00713531,Completed,NA,NA,Observational,NA,2008-07-07,NA,992,Actual,December 2009,Actual
NCT00712530,Completed,NA,NA,Interventional,Phase 1,2008-07-04,"A Phase I Study to Evaluate the Tolerability and Safety of LC002, a DermaVir Vaccine, in HIV-1-infected Subjects Currently Under Treatment With Highly Active Antiretroviral Therapy (HAART)",9,Actual,June 2006,Actual
NCT00712088,Completed,NA,NA,Interventional,N/A,2008-06-03,"Project ICARE: Intervening for Community Awareness, Respect, & Empowerment - Behavioral Intervention to Reduce Sexual Risk Behavior of African American Men Who Have Sex With Men",275,Anticipated,March 2010,Actual
NCT00711386,Completed,NA,NA,Interventional,Phase 1,2008-07-03,"A Double-Blind, Randomized, Placebo-Controlled, Repeat Dose Escalation Study to Investigate the Safety, Tolerability and Pharmacokinetics of GSK706769 in Healthy Male and Female Subjects",40,Actual,"September 12, 2008",Actual
NCT00711230,Unknown status,NA,NA,Interventional,Phase 2,2008-07-04,"A Phase II Randomized, Placebo-Controlled, Multi-Center Study to Evaluate the Safety, Tolerability, Immunogenicity, and Antiretroviral Activity of DermaVir Patch (LC002) in Treatment-NaÃ¯ve HIV-1-Infected Patients",36,Actual,December 2011,Actual
NCT00711009,Completed,NA,NA,Interventional,Phase 3,2008-07-03,"A Randomized, Open-label Study of Lopinavir/Ritonavir 400/100 mg Tablet Twice Daily + Co-formulated Emtricitabine/Tenofovir Disoproxil Fumarate 200/300 mg Once Daily Versus Lopinavir/Ritonavir 400/100 mg Tablet Twice Daily + Raltegravir 400 mg Twice Daily in Antiretroviral Naive, HIV-1 Infected Subjects",206,Actual,November 2009,Actual
NCT00710593,Completed,NA,NA,Interventional,Phase 2,2008-07-02,"Immunogenicity, Safety, Tolerability, and Behavioral Consequences of an HPV-6, -11, -16, -18 Vaccine in HIV-Infected Young Women",99,Actual,February 2011,Actual
NCT00710060,Completed,NA,NA,Interventional,Phase 3,2008-06-30,NIMH Collaborative HIV/STD Prevention Trial,18147,Actual,August 2007,Actual
NCT00708695,Completed,NA,NA,Observational,NA,2008-05-27,Age-17 Follow-up of Home Visiting Intervention,1138,Actual,October 2015,Actual
NCT00709111,Completed,NA,NA,Interventional,N/A,2008-07-01,A Pilot Trial of Maraviroc for Treatment of Subjects on Antiretroviral Therapy With Suboptimal CD4 T-cell Count Recovery Despite Sustained Virologic Suppression,34,Actual,October 2009,Actual
NCT00709007,Withdrawn,NA,NA,Interventional,Phase 2/Phase 3,2008-07-01,"Evaluating the Role of Directly Administered Antiretroviral Therapy (DAART) in Conjunction With Opiate Substitution in Delivery of Highly Active Antiretroviral Therapy to HIV-1-infected Injecting Drug Users (IDUs) in Chennai, India",0,Actual,July 2010,Anticipated
NCT00708162,Completed,NA,NA,Interventional,Phase 3,2008-06-30,"A Multicenter, Randomized, Double-Blind, Double-Dummy, Phase 3 Study of the Safety and Efficacy of Ritonavir-Boosted Elvitegravir (EVG/r) Versus Raltegravir (RAL) Each Administered With a Background Regimen in HIV-1 Infected, Antiretroviral Treatment-Experienced Adults",724,Actual,December 2010,Actual
NCT00708110,Completed,NA,NA,Interventional,Phase 2,2008-06-30,"A Phase 2a, Multicenter, Randomized, Parallel, Double-Blind, Dose Ranging, Placebo-Controlled Study to Compare Antiviral Effect, Safety, Tolerability and Pharmacokinetics of GSK1349572 Monotherapy Versus Placebo Over 10 Days in HIV-1 Infected Adults (ING111521)",35,Actual,August 2008,Actual
NCT00706550,Completed,NA,NA,Interventional,N/A,2008-06-24,Immune Responses to Pneumococcal Vaccination Among HIV-Infected Subjects,107,Actual,September 2011,Actual
NCT00705926,Completed,NA,NA,Interventional,Phase 1,2008-06-25,A Phase 1 Clinical Trial to Evaluate the Initiation of Treatment Versus no Treatment During Acute HIV-1 Infection,25,Actual,"February 7, 2013",Actual
NCT00705705,Completed,NA,NA,Interventional,Phase 2,2008-06-24,Targeted Social Network HIV Prevention Intervention,852,Actual,March 2009,Actual
NCT00705679,Completed,NA,NA,Interventional,Phase 2,2008-06-24,"Phase 2B Safety and Effectiveness Study of Tenofovir 1% Gel, Tenofovir Disproxil Fumarate Tablet and Emtricitabine/Tenofovir Disoproxil Fumarate Tablet for the Prevention of HIV Infection in Women",5029,Actual,August 2012,Actual
NCT00705419,Completed,NA,NA,Observational,NA,2008-06-23,COVER - Continuing Observation After Vicriviroc (VCV) Exposure Registry,180,Actual,September 2010,Actual
NCT00704249,Completed,NA,NA,Interventional,Phase 4,2008-06-22,Randomized Multicenter Study to Compare Starting Nevirapine at the Full Dose With Dose Escalation in Patients Who Require Efavirenz to be Withdrawn Due to Adverse Reactions,80,Anticipated,July 2008,Actual
NCT00703898,Completed,NA,NA,Interventional,Phase 4,2008-06-20,"Durability of Stavudine, Lamivudine and Nevirapine Among Advanced HIV-1 Infected Patients With/Without Prior Co-Administration of Rifampicin: A 144-Week Prospective Study",140,Actual,December 2009,NA
NCT00690001,Unknown status,NA,NA,Observational,NA,2008-06-01,The Detection of Drug-Resistant HIV-1 in Taiwan,150,Anticipated,NA,NA
NCT00703586,Completed,NA,NA,Interventional,Phase 1,2008-06-19,"A Two-Arm, Single Site, Proof of Concept Study of the Antiviral and Immunological Effects of Intensification of Suppressive Antiretroviral Therapy With Maraviroc, a CCR5 Antagonist (ADARC 2007-02)",8,Actual,May 2011,Actual
NCT00703404,Completed,NA,NA,Observational,NA,2008-06-20,"A Cohort Observational Study to Assess the Virologic Response to Standard HIV Treatment in Bamako, Mali",76,Actual,NA,NA
NCT00703248,Completed,NA,NA,Interventional,N/A,2008-06-19,NA,NA,NA,June 2008,Actual
NCT00702013,Completed,NA,NA,Observational,NA,2008-06-18,Ontogenesis of the P-glycoprotein in Human Lymphocytes: Influence of the Human Immunodeficiency Virus (HIV) and Antiretroviral Therapeutics,310,Actual,March 2009,Actual
NCT00701896,Completed,NA,NA,Interventional,N/A,2008-06-17,Smoking Cessation and the Natural History of HIV-Associated Emphysema,368,Actual,"April 20, 2013",Actual
NCT00700284,Completed,NA,NA,Interventional,Phase 1,2008-06-16,Phase I Study of a Vaginal Ring for Delivery of TMC120 (Dapivirine) as a Vaginal Microbicide,12,Actual,January 2005,Actual
NCT00700115,Completed,NA,NA,Interventional,Phase 4,2008-06-16,"A Pilot Study to Assess the Safety, Efficacy, and PK Profile of a Switch in Antiretroviral Therapy to a RTI Sparing Combination of LPV/r and RAL in Virologically Suppressed HIV-infected Patients",60,Actual,January 2011,Actual
NCT00698529,"Active, not recruiting",NA,NA,Interventional,Phase 2,2008-06-13,Communication Technology to Disseminate Evidence-Based HIV Interventions to NGOs,99,Anticipated,February 2013,Actual
NCT00698334,Completed,NA,NA,Interventional,Phase 3,2008-06-10,Efficacy of Thrice Weekly Intermittent Short Course Antituberculosis Chemotherapy in Tuberculosis Patients With and Without HIV Infection,150,Anticipated,September 2010,Actual
NCT00698321,Completed,NA,NA,Interventional,N/A,2008-06-13,Liberia School-Based HIV/STD Prevention Program,866,Actual,March 2011,Actual
NCT00697892,Completed,NA,NA,Interventional,Phase 1,2008-06-02,"Pharmacokinetic Interactions Between Antiretroviral Agents, Lopinavir/Ritonavir and Efavirenz and Antimalarial Drug Combinations, Artesunate/Amodiaquine and Artemether/Lumefantrine.",38,Actual,December 2008,Actual
NCT00696839,Completed,NA,NA,Interventional,N/A,2008-06-11,Clinical Trial Of Cognitive-behavioral Therapy To Reduce Antiretroviral Side Effects In HIV Patients,29,Actual,June 2009,Actual
NCT00695877,Completed,NA,NA,Interventional,Phase 1,2008-06-10,"A Phase I Randomized, Double-blind, Placebo Controlled Dose Escalation Clinical Trial to Evaluate the Safety and Immunogenicity of Recombinant Adenovirus Serotype 5 HVR48 HIV-1 Vaccine (Ad5HVR48.ENVA.01) in Healthy, HIV-1 Uninfected Adults (Ad5HVR48.ENVA.01 (rAd5HVR48) HIV-1/IPCAVD-002 Vaccine Study)",48,Actual,"December 11, 2012",Actual
