COMPONENT,SYSTEM,SCALE,n2,codes,methods
Surgical operation note,{Setting},Doc,37,"11504-8,28573-4,28583-3,28624-5,34818-5,34868-0,34870-6,34871-4,34874-8,34877-1,78240-9,78241-7,78242-5,78243-3,78244-1,78380-3,78381-1,78487-6,78678-0,78679-8,78714-3,78719-2,78725-9,80579-6,80668-7,80807-1,82824-4,83535-5,83614-8,83673-4,83692-4,83815-1,84079-3,84175-9,84264-1,89457-6,89472-5",{Role}|Physician|Dentistry|Podiatry|Otolaryngology|Orthopaedic surgery|Plastic surgery|Podiatry|Surgery|Urology|Trauma|Gastroenterology|Hematology+Medical oncology|Vascular surgery|Transplant surgery|Critical care medicine|Colon and rectal surgery|Neurological surgery|Oral and maxillofacial surgery|Thoracic and cardiac surgery|Ophthalmology|Obstetrics and Gynecology|Pediatric surgery|Cardiac surgery|Vascular neurology|Surgical oncology|Clinical neurophysiology|Cardiovascular disease|Surgery.nurse|Surgery.attending|Ophthalmology.attending|Attending|Dermatology|Interventional cardiology|Nurse|Obstetrics|Gynecology
Surgical operation note,Outpatient,Doc,3,"34137-0,84020-7,84268-2",{Role}|Surgery|Nurse
Surgical wound,^Patient,Ord,2,"46547-6,57235-4",OASIS|CMS Assessment
Swine influenza virus Ab,Ser,Ord,2,"23437-7,23438-5",NA|HAI
Swine influenza virus Ag,Tiss,Ord,2,"23781-8,23782-6",IF|Immune stain
Swine vesicular disease virus Ab,Ser,Ord,5,"23439-3,23440-1,23441-9,23442-7,23443-5",NA|Neut|NA|IA|Immunoelectrophoresis
Swine vesicular disease virus Ag,Skin,Ord,3,"23445-0,23447-6,31972-3",Comp fix|IA|NA
Swine vesicular disease virus Ag,XXX,Ord,3,"23444-3,23446-8,31973-1",IA|Comp fix|NA
Sympathomimetics,Urine,Ord,2,"29656-6,45272-2",NA|Confirm
Symptom frequency score,^Patient,Qn,2,"72193-6,88471-8",KCCQ|SAQ
Symptoms panel,^Patient,-,2,"88786-9,88827-1",HOOS|KOOS
Symptoms score,^Patient,Qn,2,"72096-1,72101-9",HOOS|KOOS
Symptoms score change,^Patient,Qn,2,"79434-7,79439-6",HOOS|KOOS
Syzygium aromaticum Ab.IgG,Ser,Qn,2,"60369-6,7235-5",NA|NA
T-cell receptor excision circle,Bld.dot,Qn,4,"62320-7,92006-6,92007-4,92008-2",Probe.amp.tar|NA|NA|NA
"t(11;18)(q21;q21)(BIRC3,MALT1) fusion transcript",Bld/Tiss,Doc,2,"77036-2,87826-4",FISH|Molgen
"t(9;22)(q34.1;q11)(ABL1,BCR) fusion transcript",Bld/Tiss,Doc,2,"50014-0,51867-0",Molgen|FISH
"t(9;22)(q34.1;q11)(ABL1,BCR) fusion transcript",Bone mar,Doc,2,"75020-8,81750-2",Molgen|Molgen
"t(9;22)(q34.1;q11)(ABL1,BCR) fusion transcript/control transcript",Bld/Tiss,Qn,2,"46434-7,50195-7",Molgen|Molgen
Tacrolimus,Bld,Qn,5,"11253-2,74096-9,74097-7,76494-4,92727-7",NA|IA|LC/MS/MS|IA|NA
Taenia hydatigena Ag,Stool,Ord,2,"23449-2,31974-9",IA|NA
Taenia saginata Ab,Ser,Qn,2,"5374-4,8036-6",IA|NA
Taenia solium Ab.IgG,Ser,Qn,4,"44804-3,56486-4,56665-3,57455-8",IB|IA|IF|NA
Taenia solium adult Ab,Ser,Qn,3,"10719-3,5375-1,8037-4",IB|IA|NA
Taenia solium larva Ab,CSF,Ord,2,"35349-0,56480-7",IB|IA
Taenia solium larva Ab,CSF,Qn,2,"16708-0,49798-2",NA|IA
Taenia solium larva Ab,Ser,Ord,3,"22238-0,56984-8,9600-8",NA|IA|IB
Taenia solium larva Ab,Ser,Qn,2,"5120-1,7850-1",HA|NA
Taenia solium larva Ab.IgG,CSF,Ord,3,"6373-5,7846-9,88919-6",IB|NA|IA
Taenia solium larva Ab.IgG,Ser,Ord,2,"6374-3,7847-7",IB|NA
Taenia solium larva Ab.IgG,Ser,Qn,2,"25337-7,25389-8",NA|IA
Taenia sp Ag,Stool,Ord,2,"23450-0,31975-6",IA|NA
Taenia sp eggs,Stool,Ord,2,"23451-8,23452-6",Probe|Probe.amp.tar
Talampicillin,Isolate,OrdQn,3,"18988-6,480-4,481-2",NA|MIC|Agar diffusion
Tapentadol,Bld,Ord,2,"79145-9,79146-7",Confirm|Screen
Tapentadol,Urine,Ord,2,"58401-1,72485-6",Confirm|Screen
Tapentadol,Urine,Qn,2,"58402-9,65807-0",Confirm|NA
Tapentadol cutoff,Urine,Qn,2,"77879-5,79240-8",Confirm|Screen
Taurine,Amnio fld,Qn,2,"13415-5,27310-2",NA|NA
Taurine,CSF,Qn,2,"26614-8,2979-3",NA|NA
Taurine,Ser/Plas,Qn,3,"20657-3,26896-1,2981-9",NA|NA|NA
Taurine,Urine,Qn,4,"25533-1,2982-7,30563-1,9324-5",NA|NA|NA|NA
Taurine/Creatinine,Urine,Qn,6,"13814-9,25138-9,25985-3,28595-7,44411-7,56985-5",NA|NA|NA|NA|NA|NA
Taylorella equigenitalis Ab,Ser,Ord,2,"23453-4,23454-2",Comp fix|NA
Taylorella equigenitalis Ab,Ser,Qn,3,"23783-4,31672-9,42951-4",Comp fix|NA|NA
Taylorella equigenitalis Ag,XXX,Ord,4,"23455-9,23456-7,23457-5,31976-4",IF|Aggl|Aggl|NA
Tazobactam,Isolate,OrdQn,4,"41719-6,41720-4,41721-2,41740-2",Agar diffusion|Gradient strip|MIC|NA
Tedizolid,Isolate,OrdQn,3,"73586-0,73608-2,73631-4",NA|MIC|Agar diffusion
Teichoate Ab,Ser,Qn,3,"10358-0,22571-4,31673-7",Immune diffusion|NA|NA
Teicoplanin,Isolate,OrdQn,4,"18989-4,484-6,485-3,7051-6",NA|MIC|Agar diffusion|Gradient strip
Teicoplanin^peak,Ser/Plas,Qn,2,"25534-9,34378-0",NA|NA
Teicoplanin^trough,Ser/Plas,Qn,2,"25535-6,34379-8",NA|NA
Telavancin,Isolate,OrdQn,4,"72894-9,73630-6,85051-1,88886-7",MIC|Agar diffusion|Gradient strip|NA
Telithromycin,Isolate,OrdQn,4,"35843-2,35844-0,35845-7,41722-0",Agar diffusion|MIC|NA|Gradient strip
Tellurium,Urine,Qn,4,"29915-6,52886-9,52895-0,5742-2",NA|NA|NA|NA
Tellurium/Creatinine,Urine,Qn,3,"29939-6,52919-8,52920-6",NA|NA|NA
Temafloxacin,Isolate,OrdQn,3,"18990-2,488-7,489-5",NA|MIC|Agar diffusion
Temazepam,Bld,Qn,2,"59745-0,59746-8",NA|Confirm
Temazepam,Body fld,Qn,2,"59747-6,59748-4",NA|Confirm
Temazepam,Meconium,Qn,2,"26937-3,59749-2",NA|Confirm
Temazepam,Saliva,Qn,2,"57302-2,72738-8",NA|Confirm
Temazepam,Ser/Plas,Qn,4,"10343-2,10550-2,29654-1,59750-0",NA|NA|NA|Confirm
Temazepam,Stool,Qn,3,"16184-4,27249-2,59751-8",NA|NA|Confirm
Temazepam,Urine,Ord,3,"16206-5,19698-0,61060-0",Confirm|Screen|NA
Temazepam,Urine,Qn,2,"12382-8,20559-1",NA|Confirm
Temazepam,XXX,Qn,2,"48965-8,77329-1",NA|NA
Temazepam cutoff,Urine,Qn,2,"19700-4,19701-2",Screen|Confirm
Temocillin,Isolate,OrdQn,4,"18991-0,492-9,493-7,54190-4",NA|MIC|Agar diffusion|Gradient strip
Temperature,Inhl gas,Qn,2,"20091-5,20092-3",Body hood|NA
Temporal orientation - current day of the week,^Patient,Ord,2,"52734-1,54609-3",Observed.BIMS|BIMS
Temporal orientation - current month,^Patient,Ord,2,"52733-3,54608-5",BIMS|MDSv3
Temporal orientation - current year,^Patient,Ord,2,"52732-5,54607-7",BIMS|MDSv3
Tenofovir,Isolate,OrdQn,2,"33627-1,34644-5",NA|Phenotyping
Terbinafine,Isolate,OrdQn,2,"10720-1,18992-8",MIC|NA
Testosterone,Saliva,Qn,2,"2984-3,48357-8",NA|NA
Testosterone,Semen,Qn,2,"10631-0,2985-0",NA|NA
Testosterone,Ser/Plas,Qn,7,"14913-8,2986-8,35224-5,49041-7,70239-9,83115-6,83116-4",NA|NA|NA|Detection limit <= 1.0 ng/dL|Detection limit <= 3.47 pmol/L|IA|IA
Testosterone,Urine,Qn,6,"15094-6,15095-3,25986-1,26826-8,2988-4,2989-2",NA|NA|NA|NA|NA|NA
Testosterone.free,Ser/Plas,Qn,7,"14914-6,25987-9,2991-8,2994-2,35225-2,49042-5,70240-7",NA|RIA|NA|NA|NA|Detection limit <= 1.0 ng/dL|Detection limit <= 3.47 pmol/L
Testosterone.free/Testosterone.total,Ser/Plas,Qn,3,"15432-8,16286-7,49043-3",NA|NA|Detection limit <= 1.0 ng/dL
Testosterone.free+weakly bound,Ser/Plas,Qn,3,"2990-0,41018-3,51005-7",NA|NA|High sensitivity
Testosterone/Creatinine,Urine,Qn,3,"13486-6,26827-6,34380-6",NA|NA|NA
Testosterone^baseline,Ser/Plas,Qn,2,"55519-3,58835-0",NA|NA
Tetrachloroethylene,Bld,Qn,2,"11100-5,56626-5",NA|NA
Tetracycline,Isolate,OrdQn,4,"18993-6,496-0,497-8,7052-4",NA|MIC|Agar diffusion|Gradient strip
Tetracycline,XXX,Qn,2,"25272-6,87590-6",NA|NA
Tetradecadienoylcarnitine (C14:2),Ser/Plas,Qn,2,"18456-4,30564-9",NA|NA
Tetradecanedioate/Creatinine,Urine,Qn,2,"50061-1,50333-4",NA|NA
Tetradecenoylcarnitine (C14:1),Ser/Plas,Qn,2,"18457-2,30566-4",NA|NA
Tetrahydroaldosterone/Creatinine,Urine,Qn,2,"30515-1,32570-4",NA|NA
Tetrahydrocannabinol,Gast fld,Ord,3,"8163-8,8164-6,8165-3",NA|Confirm|Screen
Tetrahydrocannabinol,Meconium,Ord,3,"8167-9,8168-7,8169-5",NA|Confirm|Screen
Tetrahydrocannabinol,Meconium,Qn,2,"26893-8,8166-1",NA|NA
Tetrahydrocannabinol,Ser/Plas,Qn,2,"3528-7,44049-5",NA|Confirm
Tetrahydrocannabinol,Stool,Ord,2,"12351-3,18432-5",NA|Screen
Tetrahydrocannabinol,Urine,Ord,12,"14312-3,17872-3,19415-9,19416-7,19702-0,19703-8,21556-6,21557-4,3426-4,3529-5,8174-5,8175-2",Screen>50 ng/mL|Confirm>25 ng/mL|Screen|Confirm|Screen|Confirm|Screen>20 ng/mL|Screen>100 ng/mL|NA|NA|SAMHSA confirm|SAMHSA screen
Tetrahydrocannabinol,Urine,Qn,4,"14313-1,20524-5,3530-3,8173-7",Confirm|Confirm|NA|NA
Tetrahydrocannabinol cutoff,Urine,Qn,4,"19417-5,19418-3,19704-6,19705-3",Screen|Confirm|Screen|Confirm
Tetrahydrocorticosterone,Urine,Qn,4,"73887-2,73888-0,73889-8,9579-4",NA|NA|NA|NA
Tetrahydrocorticosterone/Allo-tetrahydrocorticosterone,Urine,Qn,2,"82906-9,82907-7",NA|NA
Tetrahydrocorticosterone/Creatinine,Urine,Qn,2,"50644-4,81796-5",NA|NA
Tetrahydrocortisol,Urine,Qn,4,"2995-9,73890-6,73891-4,73892-2",NA|NA|NA|NA
Tetrahydrocortisol/5-alpha tetrahydrocortisol,Urine,Qn,2,"82908-5,82909-3",NA|NA
Tetrahydrocortisol/Creatinine,Urine,Qn,2,"50645-1,81794-0",NA|NA
Tetrahydrocortisol+allo-tetrahydrocortisol/Tetrahydrocortisone,Urine,Qn,2,"82856-6,82857-4",NA|NA
Tetrahydrocortisone,Urine,Qn,5,"16116-6,4046-9,56657-0,73893-0,73894-8",NA|NA|NA|NA|NA
Tetrahydrocortisone/Creatinine,Urine,Qn,2,"30514-4,81795-7",NA|NA
Tetrahydrodeoxycortisol,Urine,Qn,4,"2996-7,73841-9,73842-7,73843-5",NA|NA|NA|NA
Tetrahydrodeoxycortisol/Creatinine,Urine,Qn,2,"44412-5,81793-2",NA|NA
Text-diagnosis section,^Patient,Set,2,"46449-5,60509-7",NAACCR v.11|NAACCR v.12
Text-miscellaneous section,^Patient,Set,2,"46450-3,60510-5",NAACCR v.11|NAACCR v.12
Text-treatment section,^Patient,Set,2,"46451-1,60511-3",NAACCR v.11|NAACCR v.12
Thallium,Bld,Qn,2,"25173-6,5743-0",NA|NA
Thallium,Hair,Qn,2,"15408-8,50917-4",NA|NA
Thallium,RBC,Qn,2,"47130-0,60185-6",NA|NA
Thallium,Ser/Plas,Qn,2,"25537-2,5744-8",NA|NA
Thallium,Urine,Qn,7,"21558-2,30929-4,42224-6,42225-3,50918-2,5745-5,5746-3",NA|NA|NA|NA|NA|NA|NA
Thallium/Creatinine,Urine,Qn,4,"13469-2,29938-8,42226-1,52918-0",NA|NA|NA|NA
Theileria annulata Ab,Ser,Ord,2,"23459-1,23460-9",NA|IF
Theileria annulata Ab,Ser,Qn,3,"23461-7,23462-5,31680-2",NA|IF|NA
Theileria equi Ab,Ser,Ord,4,"20690-4,22105-1,23464-1,23466-6",Comp fix|NA|IA|IF
Theileria mutans Ab,Ser,Ord,3,"23468-2,23469-0,23470-8",IA|IF|NA
Theileria mutans Ab,Ser,Qn,3,"23467-4,23471-6,31681-0",IF|NA|NA
Theileria parva Ab,Ser,Ord,3,"23474-0,23475-7,23477-3",NA|IF|IA
Theileria parva Ab,Ser,Qn,3,"23476-5,23478-1,31682-8",IF|NA|NA
Theileria parva rRNA,Ser,Ord,2,"23479-9,23481-5",Probe|Probe
Theobroma cacao Ab.IgE,Ser,Qn,2,"11162-5,6080-6",NA|NA
Theobroma cacao Ab.IgE.RAST class,Ser,Ord,2,"15597-8,15648-9",NA|NA
Theophylline,Ser/Plas,Qn,4,"14915-3,35238-5,35596-6,4049-3",NA|NA|Screen|NA
Theophylline,Urine,Qn,2,"17700-6,46081-6",NA|NA
Theophylline^trough,Ser/Plas,Qn,2,"32116-6,72673-7",NA|NA
Therapy need and plan of care - follow-up,^Patient,-,2,"69335-8,86253-2",OASIS-C|CMS Assessment
Thermoactinomyces sacchari Ab,Ser,Ord,2,"21561-6,35318-5",NA|Immune diffusion
Thermoactinomyces sp Ab.IgG,Ser,Qn,2,"26949-8,31683-6",NA|NA
Thermoactinomyces vulgaris 1 Ab,Ser,Ord,2,"35317-7,40473-1",Immune diffusion|NA
Thermoactinomyces vulgaris Ab,Ser,Ord,2,"22573-0,6821-3",NA|Immune diffusion
Thermoactinomyces vulgaris Ab.IgG,Ser,Qn,2,"25538-0,34190-9",NA|NA
Thiacetazone,Isolate,OrdQn,3,"32384-0,54184-7,54204-3",NA|Agar diffusion|MIC
Thiamine,Bld,Qn,2,"2998-3,32554-8",NA|NA
Thiamine,Ser/Plas,Qn,2,"20468-5,2999-1",NA|NA
Thiamphenicol,Isolate,OrdQn,4,"41723-8,41724-6,41725-3,54169-8",Agar diffusion|Gradient strip|MIC|NA
Thiazides,Urine,Ord,2,"19303-7,19306-0",Screen|Confirm
Thiazides,Urine,Qn,2,"17701-4,20414-9",NA|Confirm
Thiazides cutoff,Urine,Qn,2,"19308-6,19309-4",Screen|Confirm
Thickening.fractional change,Heart.ventricle.left.posterior wall,Qn,3,"18053-9,29446-2,29447-0",US|US.2D|US.M-mode
Thickness,Nuchal fold^fetus,Qn,2,"12146-7,49035-9",US.measured|US.measured
Thickness.diastole,Heart.interventricular septum,Qn,3,"18154-5,29430-6,29431-4",US|US.2D|US.M-mode
Thickness.diastole,Heart.ventricle.left.posterior wall,Qn,3,"18152-9,29442-1,29443-9",US|US.2D|US.M-mode
Thickness.diastolic,Heart.interventricular septum^fetus,Qn,2,"12148-3,12149-1",US.M-mode+Measured|US.measured.real time two dimension
Thickness.diastolic,Heart.ventricle.posterior wall.left^Fetus,Qn,2,"12150-9,12151-7",US.M-mode+Measured|US.measured.real time two dimension
Thickness.end diastole,Heart.interventricular septum,Qn,2,"79968-4,79969-2",US.M-mode|US.2D
Thickness.end diastole,Heart.ventricle.left.posterior wall,Qn,2,"80031-8,80032-6",US.M-mode|US.2D
Thickness.end diastole,Heart.ventricle.right.anterior wall,Qn,2,"80083-9,80084-7",US.2D|US.M-mode
Thickness.end systole,Heart.interventricular septum,Qn,2,"79970-0,79971-8",US.M-mode|US.2D
Thickness.end systole,Heart.ventricle.left.posterior wall,Qn,2,"80033-4,80034-2",US.M-mode|US.2D
Thickness.septal wall/Thickness.posterior wall,Heart.ventricle.left,Qn,3,"18155-2,29440-5,29441-3",US|US.2D|US.M-mode
Thickness.systole,Heart.interventricular septum,Qn,3,"18158-6,29432-2,29433-0",US|US.2D|US.M-mode
Thickness.systole,Heart.ventricle.left.posterior wall,Qn,3,"18156-0,29444-7,29445-4",US|US.2D|US.M-mode
Thickness.systolic,Heart.interventricular septum^fetus,Qn,2,"12152-5,12153-3",US.M-mode+Measured|US.measured.real time two dimension
Thickness.systolic,Heart.ventricle.posterior wall.left^Fetus,Qn,2,"12154-1,12155-8",US.M-mode+Measured|US.measured.real time two dimension
Thiocyanate,Ser/Plas,Qn,2,"14916-1,3002-3",NA|NA
Thiocyanate,Urine,Qn,3,"3004-9,38427-1,59973-8",NA|NA|NA
Thiopental,Ser/Plas,Qn,2,"32117-4,4050-1",NA|NA
Thiopurine methyltransferase,RBC,Qn,6,"21563-2,43421-7,79468-5,91141-2,91142-0,91143-8",NA|NA|NA|Production of 6-Methylmercaptopurine|Production of 6-Methylmercaptopurine riboside|Production of 6-Methylthioguanine riboside
Thioridazine,Gast fld,Qn,2,"31087-0,47131-8",NA|NA
Thioridazine,Ser/Plas,Qn,2,"14917-9,4052-7",NA|NA
Thioridazine,Urine,Ord,3,"12319-0,19706-1,19707-9",NA|Screen|Confirm
Thioridazine,Urine,Qn,3,"20560-9,4053-5,47132-6",Confirm|NA|NA
Thioridazine cutoff,Urine,Qn,2,"19708-7,19709-5",Screen|Confirm
Thiosulfate,Urine,Qn,2,"12420-6,75049-7",NA|NA
Thiosulfate/Creatinine,Urine,Qn,2,"12421-4,32274-3",NA|NA
Thorium,Hair,Qn,2,"50920-8,76652-7",NA|NA
Threonine,Amnio fld,Qn,2,"13416-3,27179-1",NA|NA
Threonine,CSF,Qn,2,"22643-1,3006-4",NA|NA
Threonine,Ser/Plas,Qn,3,"20658-1,26897-9,3008-0",NA|NA|NA
Threonine,Urine,Qn,5,"25540-6,25988-7,27322-7,3009-8,3010-6",NA|NA|NA|NA|NA
Threonine intake,^Patient,Qn,2,"81045-7,81046-5",Estimated|Measured
Threonine/Creatinine,Urine,Qn,6,"13815-6,22688-6,25989-5,30057-4,44413-3,56641-4",NA|NA|NA|NA|NA|NA
Thromboxane beta 2,Ser/Plas,Qn,2,"3012-2,82910-1",NA|NA
Thunnus albacares Ab.IgG,Ser,Qn,2,"60410-8,7749-5",NA|NA
Thymus vulgaris Ab.IgG,Ser,Qn,2,"41851-7,63125-9",NA|NA
Thyroglobulin,Ser/Plas,Qn,2,"14918-7,3013-0",NA|NA
Thyroglobulin Ab,Ser,Qn,3,"38504-7,5380-1,5381-9",IF|RIA|LA
Thyroglobulin Ab,Ser/Plas,Qn,2,"56536-6,8098-6",IA|NA
Thyroid colloidal Ab,Ser,Qn,2,"17797-2,34642-9",NA|NA
Thyroid stimulating immunoglobulins,Ser,Qn,3,"3014-8,30567-2,32214-9",NA|NA|NA
Thyroperoxidase Ab,CSF,Qn,2,"17706-3,63362-8",LA|IA
Thyroperoxidase Ab,Ser/Plas,Qn,6,"14296-8,32786-6,5382-7,5383-5,56477-3,8099-4",NA|NA|RIA|LA|IA|NA
Thyroperoxidase Ab.IgG,Ser/Plas,Qn,2,"18332-7,83118-0",NA|IA
Thyrotropin,Ser/Plas,Qn,5,"11579-0,11580-8,14297-6,27975-2,3016-3",Detection limit <= 0.05 mIU/L|Detection limit <= 0.005 mIU/L|NA|NA|NA
Thyrotropin binding inhibitory immunoglobulins,Ser,Qn,2,"3017-1,40673-6",NA|NA
Thyrotropin receptor Ab,Ser,Qn,2,"5385-0,57416-0",NA|IA
Thyrotropin^15M post dose TRH IV,Ser/Plas,Qn,2,"13870-1,44935-5",NA|NA
Thyrotropin^1H post dose TRH IV,Ser/Plas,Qn,2,"14998-9,1641-0",NA|NA
Thyrotropin^20M post dose TRH,Ser/Plas,Qn,2,"24459-0,50541-2",NA|NA
Thyrotropin^30M post dose TRH IV,Ser/Plas,Qn,2,"14997-1,1640-2",NA|NA
Thyrotropin^baseline,Ser/Plas,Qn,2,"14999-7,1642-8",NA|NA
Thyrotropin^pre dose TRH IV,Ser/Plas,Qn,3,"15000-3,1643-6,44937-1",NA|NA|NA
Thyroxine,Bld.dot,Qn,2,"31144-9,31145-6",NA|NA
Thyroxine,Ser/Plas,Qn,5,"14921-1,3026-2,35226-0,83119-8,83120-6",NA|NA|NA|IA|IA
Thyroxine binding globulin,Ser/Plas,Qn,3,"27980-2,3021-3,35227-8",NA|NA|NA
Thyroxine free index,Ser/Plas,Qn,2,"3022-1,32215-6",NA|Calculated
Thyroxine.free,Bld.dot,Qn,2,"53349-7,53350-5",NA|NA
Thyroxine.free,Ser/Plas,Qn,7,"14920-3,3024-7,35228-6,6892-4,70217-5,83121-4,83122-2",NA|NA|NA|Dialysis|Dialysis|IA|IA
Thyroxine.free^1H post XXX challenge,Ser/Plas,Qn,2,"27989-3,56986-3",NA|NA
Thyroxine.free^baseline,Ser/Plas,Qn,2,"27987-7,58838-4",NA|NA
Tiamulin,Isolate,OrdQn,3,"35846-5,35847-3,35848-1",Agar diffusion|MIC|NA
Ticarcillin,Isolate,OrdQn,4,"18994-4,500-9,501-7,7053-2",NA|MIC|Agar diffusion|Gradient strip
Ticarcillin+Clavulanate,Isolate,OrdQn,4,"18995-1,504-1,505-8,7054-0",NA|MIC|Agar diffusion|Gradient strip
Ticarcillin+Sulbactam,Isolate,OrdQn,4,"55716-5,55717-3,55718-1,55719-9",MIC|NA|Agar diffusion|Gradient strip
Tidal volume setting,Ventilator,Qn,2,"20112-9,20113-7",NA|NA
Tidal volume.expired/Pressure.peak inspiratory^on ventilator,Respiratory system,Qn,2,"20101-2,20102-0",Calculated|NA
Tidal volume.expired/Pressure.plateau^post 1.5-2.0 s inspiratory hold on ventilator,Respiratory system,Qn,2,"20103-8,20104-6",NA|Calculated
Tidal volume.inspired.spontaneous+mechanical^on ventilator,Respiratory system,Qn,2,"20109-5,20110-3",Measured|NA
Tigecycline,Isolate,OrdQn,5,"42354-1,42355-8,42356-6,42357-4,55158-0",Gradient strip|MIC|Agar diffusion|NA|Method for Slow-growing mycobacteria
Tiglylglycine/Creatinine,Urine,Qn,2,"13816-4,24444-2",NA|NA
Tildipirosin,Isolate,OrdQn,2,"88375-1,88377-7",Agar diffusion|MIC
Tilmicosin,Isolate,OrdQn,3,"35849-9,35850-7,35851-5",Agar diffusion|MIC|NA
Time,Circulatory system.XXX,Qn,2,"20338-0,20339-8",US.M-mode|US
Time of death,^Patient,Qn,2,"55287-7,81955-7",NA|NA
Timing + Quantity,Medication.current,Qn,2,"18608-0,41974-7",NA|Reported
Timolol,Ser/Plas,Qn,2,"4056-8,55582-1",NA|NA
Tin,Bld,Qn,2,"5747-1,80650-5",NA|NA
Tin,Hair,Qn,2,"50922-4,51209-5",NA|NA
Tin,Urine,Qn,5,"12708-4,29979-2,29980-0,50921-6,50923-2",NA|NA|NA|NA|NA
Tin/Creatinine,Urine,Qn,4,"17710-5,29981-8,52916-4,52917-2",NA|NA|NA|NA
Tinidazole,Isolate,OrdQn,4,"54928-7,55720-7,55721-5,55722-3",NA|MIC|Agar diffusion|Gradient strip
Tipranavir,Isolate,OrdQn,2,"42535-5,49667-9",NA|Phenotyping
Tissue polypeptide Ag,Ser/Plas,Qn,2,"14179-6,63441-0",NA|NA
Tissue transglutaminase Ab.IgA,Ser,Ord,2,"35280-7,35285-6",IA|NA
Tissue transglutaminase Ab.IgA,Ser,Qn,2,"31017-7,46128-5",NA|IA
Tissue transglutaminase Ab.IgG,Ser,Qn,2,"32998-7,56537-4",NA|IA
Tissue velocity.E wave.max,Mitral valve.annulus.lateral,Qn,2,"78186-4,80054-0",US.tissue doppler|US.tissue doppler.A4C
Tissue velocity.E wave.max,Mitral valve.annulus.medial,Qn,2,"78185-6,79911-4",US.tissue doppler|US.tissue doppler.A4C
Titanium,Bld,Qn,2,"59753-4,76495-1",NA|NA
Titanium,Hair,Qn,2,"50926-5,59754-2",NA|NA
Titanium,RBC,Qn,2,"52894-3,59755-9",NA|NA
Titanium,Ser/Plas,Qn,2,"50924-0,8244-6",NA|NA
Titanium,Tiss,Qn,2,"50925-7,59756-7",NA|NA
Titanium,Urine,Qn,3,"29928-9,29929-7,5749-7",NA|NA|NA
Tizoxanide,Isolate,OrdQn,3,"73585-2,73607-4,73629-8",NA|MIC|Agar diffusion
Tobacco product,^Patient,Nom,2,"64004-5,81228-9",PhenX|NA
Tobramycin,Isolate,OrdQn,5,"18996-9,25800-4,508-2,509-0,7055-7",NA|Method for Slow-growing mycobacteria|MIC|Agar diffusion|Gradient strip
Tobramycin,Ser/Plas,Qn,2,"35670-9,50927-3",NA|NA
Tobramycin^peak,Ser/Plas,Qn,2,"22751-2,4057-6",NA|NA
Tobramycin^random,Ser/Plas,Qn,2,"22750-4,4058-4",NA|NA
Tobramycin^trough,Ser/Plas,Qn,3,"22752-0,35239-3,4059-2",NA|NA|NA
Tocainide,Ser/Plas,Qn,2,"39794-3,4060-0",NA|NA
Tocopherols,Ser/Plas,Qn,2,"29747-3,47791-9",NA|NA
Tolazamide,Urine,Qn,2,"27166-8,39567-3",NA|NA
Tolbutamide,Ser/Plas,Qn,2,"32118-2,4061-8",NA|NA
Tolbutamide,Urine,Qn,2,"27170-0,39568-1",NA|NA
Tooth space discrepancy,{Dental arch},Qn,2,"32900-3,32901-1",Measured|Estimated
Tooth space required,{Dental arch},Qn,2,"32898-9,32899-7",Calculated|Estimated
Topiramate,Ser/Plas,Qn,2,"17713-9,25541-4",NA|NA
Total interval score,^Patient,Qn,2,"82323-7,82332-8",HOOSJR|KOOSJR
Total interval score change,^Patient,Qn,2,"86335-7,86336-5",HOOSJR|KOOSJR
Total score,^Patient,Qn,46,"60735-8,71483-2,71492-3,71493-1,71722-3,71777-7,71938-5,72089-6,72106-8,72172-0,72173-8,72233-0,72636-4,72689-3,75624-7,75626-2,75698-1,75810-2,75840-9,75841-7,75845-8,75847-4,75874-8,75875-5,76504-0,82153-8,82237-9,82665-1,82667-7,82668-5,82953-1,84772-3,84773-1,88175-5,89436-0,89545-8,89547-4,89548-2,89693-6,89870-0,89904-7,89907-0,90027-4,90221-3,91351-7,91392-1",TIMP|HKOI|SLUMS|IQCODE|AD8|M3|MLHFQ|NIHSS|MMSE|MoCA|BOMC|Mini-Cog|BSL-SUPP|BSL-23|AUDIT|AUDIT-C|COOP.WONCA|COOP|PAS|PASII|SDAI|CDAI|HAQ-DI|HAQII|HARK|ACE.BRFSS|NDI|DAST|DAST-10|ACT|ALSFRS-R|BSDS|MDQ|PAM|Rose Dyspnea Scale|PERC|Wells PE risk|Geneva.Revised|PESI|POEM|CRQ-SAS|CRQ-SAI|PsoSat|CUDOS|STarT Back|ORT
Toxocara canis Ab,CSF,Qn,2,"13274-6,17715-4",NA|IA
Toxocara canis Ab,Ser,Qn,2,"5386-8,8038-2",IA|NA
Toxocara canis Ab,XXX,Qn,4,"41425-0,42950-6,49861-8,53386-9",IA|NA|IA|NA
Toxocara canis Ab.IgA,Ser,Qn,3,"13276-1,22574-8,9717-0",NA|NA|IA
Toxocara canis Ab.IgG,Ser,Ord,2,"24029-1,40674-4",NA|IA
Toxocara canis Ab.IgG,Ser,Qn,2,"22575-5,9718-8",NA|IA
Toxocara canis Ab.IgM,Ser,Ord,2,"24030-9,40675-1",NA|IA
